sale_id,customer_id,store_id,sale_date,total
79,476,11,2025-10-26 16:36:06.373271,439.68
80,147,13,2021-11-20 01:00:52.501322,534.95
81,458,8,2020-05-24 20:29:36.658070,99.98
82,392,8,2022-10-15 15:13:44.400236,629.97
83,613,5,2025-02-13 08:04:41.991266,504.93
84,749,7,2022-05-18 02:37:42.485557,69.98
85,611,8,2021-05-12 17:17:50.666364,1419.77
86,498,14,2021-05-21 17:47:28.774063,1569.92
87,323,12,2020-01-13 12:41:33.705411,99.99
88,711,14,2021-01-07 23:31:43.081412,209.97
89,740,9,2023-02-19 14:58:18.864482,269.97
90,716,8,2025-04-08 13:27:25.470055,1129.66
91,333,16,2020-02-23 11:45:59.674314,389.92
92,117,7,2025-05-16 14:53:29.363712,34.99
93,204,5,2023-12-18 17:57:49.842515,449.93
94,249,4,2021-06-27 13:25:46.814701,554.48
95,253,5,2022-03-13 02:38:20.381987,1279.92
96,154,16,2022-12-21 11:00:27.609550,299.98
97,79,19,2021-06-09 02:35:01.123732,119.97
98,309,10,2023-06-17 16:29:07.861075,1054.56
99,378,5,2023-02-05 07:01:02.154871,199.8
100,523,17,2025-09-08 07:37:25.299725,989.74
101,744,12,2021-06-18 22:02:30.953209,79.99
102,106,14,2022-01-10 04:34:01.186945,379.79
103,748,3,2023-11-27 16:22:34.748080,244.96
104,322,17,2023-05-29 04:34:05.861946,909.77
105,293,17,2023-11-14 20:55:22.035910,569.97
106,147,9,2020-12-02 21:40:10.849771,99.99
107,570,16,2024-12-15 16:10:00.103877,219.78
108,29,7,2025-07-10 14:02:13.508206,459.85
109,26,13,2025-12-18 05:45:24.718812,1589.91
110,536,12,2024-04-09 10:27:18.223872,849.56
111,535,7,2022-09-27 08:48:45.311315,669.94
112,19,16,2022-02-23 14:18:09.111963,489.49
113,670,18,2025-10-27 14:50:00.077122,279.7
114,584,1,2025-12-17 13:46:14.133063,299.95
115,133,3,2023-11-07 20:24:45.959080,1019.64
116,509,20,2023-08-02 13:24:35.444331,169.7
117,281,4,2020-03-14 05:18:50.403630,329.98
118,154,9,2023-09-26 00:27:57.838300,989.94
119,179,19,2025-06-20 01:43:20.659781,349.94
120,591,3,2024-09-25 20:49:47.996754,169.88
121,183,18,2022-03-03 02:45:41.820727,359.87
122,710,13,2025-02-27 01:59:11.108939,819.84
123,496,6,2023-07-19 06:55:24.232333,689.96
124,536,16,2020-08-02 04:15:40.905836,1339.92
125,87,20,2022-11-19 21:21:01.820285,599.98
126,686,6,2020-01-07 04:04:13.796145,739.97
127,290,8,2025-10-07 00:49:42.558323,689.95
128,90,12,2023-05-10 23:16:48.943371,519.76
129,626,7,2020-12-28 08:31:49.736861,819.75
130,693,12,2021-05-26 20:01:03.924452,629.77
131,665,10,2025-12-09 17:47:25.831816,539.68
132,282,19,2025-10-09 16:12:42.660159,629.95
133,225,16,2025-05-25 01:10:56.649997,1129.92
134,324,18,2021-05-04 02:47:03.613459,669.86
135,326,1,2020-01-04 07:58:14.354269,209.89
136,449,10,2022-02-23 06:22:43.612713,139.8
137,490,16,2025-07-21 07:14:14.631194,1240.36
138,528,16,2023-01-01 05:24:53.158490,554.65
139,567,6,2021-11-20 07:43:34.493856,1379.64
140,201,20,2023-09-11 07:31:06.124341,749.97
141,7,14,2020-02-27 07:36:41.233570,149.97
142,298,16,2024-11-04 14:44:55.659081,99.99
143,722,1,2022-10-17 09:31:39.875315,629.66
144,406,10,2024-04-08 20:08:39.405670,59.99
145,247,1,2020-03-08 13:29:27.955089,649.89
146,94,6,2024-03-03 17:44:06.176913,1774.62
147,722,3,2022-12-23 07:12:19.750692,459.95
148,630,9,2024-10-08 06:46:07.606084,954.86
149,546,13,2022-09-21 04:04:11.437240,449.29
150,543,4,2020-10-13 08:29:49.814579,449.97
151,498,6,2023-08-28 08:34:59.124223,309.86
152,707,2,2023-05-10 22:18:24.648959,79.8
153,157,1,2021-08-20 15:06:47.578648,519.75
154,639,19,2021-07-06 14:53:57.837038,989.46
155,573,3,2023-08-17 10:41:02.356620,334.67
156,431,17,2024-10-18 17:53:10.329668,1149.47
157,302,19,2020-12-19 08:17:06.976587,24.99
158,423,20,2020-03-15 20:00:40.126617,509.96
159,455,17,2020-12-14 07:51:03.104949,589.95
160,536,6,2020-01-19 04:45:39.384226,679.93
161,134,20,2025-03-31 17:44:30.350929,249.99
162,569,16,2025-11-12 01:07:20.025535,419.96
163,391,1,2024-03-24 08:03:19.186197,59.99
164,743,8,2022-10-23 10:40:00.005613,969.54
165,575,19,2024-06-08 07:54:17.185264,779.56
166,380,7,2020-07-27 02:15:25.286756,159.99
167,691,17,2025-11-17 21:59:10.882536,239.97
168,590,13,2024-06-28 23:04:14.912334,109.89
169,343,10,2024-08-01 19:42:39.804568,779.66
170,397,10,2020-03-14 02:20:52.117699,854.86
171,666,8,2023-09-05 17:49:37.972047,559.75
172,564,1,2023-01-05 00:55:38.257209,1344.54
173,91,6,2025-09-24 05:47:34.639734,179.97
174,76,16,2023-09-29 18:22:46.870569,434.48
175,191,18,2025-03-25 19:43:00.290672,229.69
176,51,11,2020-12-25 23:26:03.357586,669.6
177,643,8,2022-05-03 01:32:36.013791,69.9
178,569,12,2021-10-20 06:01:46.256862,499.98
179,704,13,2025-03-23 23:29:12.164289,419.77
180,65,12,2020-09-07 14:18:00.860776,897.93
181,127,16,2023-02-17 22:29:14.353398,679.66
182,166,17,2023-02-26 05:28:23.344035,479.65
183,594,3,2022-04-19 15:32:05.188677,269.97
184,433,3,2020-03-07 15:24:22.596033,139.99
185,235,4,2021-08-09 03:45:34.058561,559.78
186,109,6,2023-03-08 23:36:06.251579,199.99
187,114,7,2024-06-21 08:56:16.943209,899.47
188,173,10,2023-10-07 10:48:55.516598,509.94
189,748,11,2020-04-30 04:22:56.686968,1804.64
190,745,20,2020-05-08 14:36:17.986355,1039.94
191,542,11,2025-06-03 21:02:47.845393,769.95
192,639,14,2023-10-31 10:12:59.535942,499.98
193,518,2,2025-02-04 02:47:16.818114,199.8
194,165,19,2022-04-17 03:17:17.537433,179.97
195,692,9,2023-08-28 05:25:48.363975,1079.92
196,256,17,2020-01-23 10:51:20.903046,1159.93
197,652,8,2021-02-19 10:32:32.431479,239.8
198,118,10,2022-11-10 23:53:59.300000,879.65
199,373,12,2024-07-09 23:29:43.632614,99.8
200,585,7,2023-07-16 11:30:21.578065,179.98
201,143,9,2020-06-22 17:51:32.184256,269.7
202,396,19,2021-10-31 02:50:55.078524,249.99
203,749,8,2023-03-25 06:02:09.647864,164.7
204,526,18,2021-03-29 05:18:44.479263,804.57
205,449,6,2020-06-25 07:29:49.091657,1219.94
206,32,15,2024-08-13 15:53:51.396414,89.79
207,516,5,2023-03-19 18:24:25.221300,719.76
208,379,6,2020-09-27 06:26:16.089065,469.95
209,627,8,2020-09-18 02:33:12.255037,139.99
210,605,8,2023-07-23 13:37:09.650801,619.4
211,189,18,2025-10-25 06:40:31.487528,1049.96
212,185,20,2023-12-30 22:38:25.607939,189.97
213,63,20,2024-07-17 01:58:43.097436,409.96
214,352,17,2022-12-25 11:27:56.693372,139.88
215,706,6,2021-05-16 02:23:34.409019,489.68
216,413,1,2020-07-09 18:27:57.240200,129.99
217,432,17,2020-06-13 15:33:33.863664,1609.65
218,245,9,2021-10-23 06:23:20.769575,159.78
219,76,17,2021-10-03 13:52:50.851607,1099.75
220,432,17,2023-02-22 08:09:32.342119,229.7
221,493,15,2020-02-18 19:45:38.762327,279.89
222,700,18,2025-04-29 01:48:32.105878,189.89
223,190,14,2024-04-11 09:23:59.366392,159.98
224,47,20,2023-04-20 01:04:56.234853,1349.95
225,749,9,2025-05-18 14:22:45.879553,764.73
226,304,16,2021-10-06 01:33:40.410873,1009.93
227,603,3,2022-11-24 08:42:37.215392,659.67
228,368,19,2020-01-11 03:28:38.475102,119.98
229,665,6,2024-01-15 07:29:34.204747,629.68
230,322,9,2020-07-18 16:39:17.629568,669.67
231,705,14,2022-07-10 09:48:45.139646,549.87
232,546,10,2020-02-12 11:36:00.289618,199.9
233,158,15,2023-08-01 11:07:24.863131,119.86
234,81,10,2024-09-19 05:23:47.490741,329.94
235,345,19,2023-08-16 11:26:12.117221,499.95
236,251,14,2020-03-04 04:46:08.919597,924.86
237,532,15,2020-06-04 18:47:36.596270,639.93
238,164,13,2021-07-03 20:16:44.964249,1894.63
239,209,7,2021-03-31 12:04:34.564632,964.62
240,724,17,2021-12-07 22:07:53.355153,234.95
241,277,8,2020-01-22 01:51:15.143378,564.84
242,26,5,2023-10-21 01:47:00.112878,229.88
243,609,16,2021-11-13 15:27:30.002150,399.93
244,543,6,2023-03-25 05:48:36.936982,809.46
245,261,5,2022-06-25 22:57:49.140577,419.96
246,548,6,2020-06-14 17:28:45.925986,209.7
247,727,11,2024-12-16 04:53:46.542234,214.97
248,328,18,2025-06-18 22:42:31.251860,999.93
249,632,7,2023-03-16 18:03:44.839706,539.96
250,189,11,2025-01-01 14:15:49.806591,1149.74
251,691,18,2021-07-08 17:36:57.079562,449.97
252,670,3,2024-09-11 22:42:24.355069,599.75
253,288,6,2022-10-04 09:09:38.748118,389.7
254,605,14,2024-12-20 18:21:56.353473,589.83
255,183,7,2024-10-03 15:57:40.869714,1189.85
256,404,1,2023-06-15 03:17:54.982568,989.91
257,141,2,2021-11-22 08:14:58.403790,239.97
258,73,17,2023-05-23 17:23:31.653873,359.78
259,668,3,2022-01-14 09:14:09.861883,629.68
260,552,19,2024-03-26 14:47:36.370216,299.95
261,169,8,2023-08-30 19:36:18.885841,469.67
262,637,16,2022-05-10 15:11:45.117670,559.96
263,180,2,2024-06-03 10:14:32.980106,749.44
264,54,20,2024-01-09 13:17:12.557085,119.7
265,737,5,2021-10-08 17:13:49.597378,429.66
266,107,19,2021-05-08 13:23:13.863823,949.66
267,331,19,2020-02-08 21:49:52.610698,259.78
268,612,17,2025-12-16 01:34:00.559011,849.85
269,749,17,2024-11-26 18:28:18.507089,284.98
270,250,6,2021-06-11 12:08:44.296972,39.98
271,200,10,2025-08-28 02:51:21.064510,349.88
272,19,17,2021-07-24 21:03:05.233077,159.96
273,487,7,2025-11-30 00:51:47.737526,1629.9
274,547,14,2025-09-01 03:22:57.894609,99.9
275,125,15,2022-06-02 09:16:40.641337,59.98
276,247,14,2021-03-19 07:17:07.369819,649.96
277,180,19,2020-09-26 23:26:44.361709,1099.93
278,356,14,2020-03-19 02:58:49.546344,999.85
279,744,10,2021-04-20 09:41:33.249066,789.92
280,587,1,2021-11-03 22:34:08.167869,239.97
281,192,5,2025-09-01 21:33:21.749467,174.5
282,537,1,2023-07-26 15:08:03.853508,429.6
283,426,17,2024-10-11 00:20:43.473074,369.97
284,437,11,2024-08-02 06:49:25.490318,309.86
285,588,11,2021-02-20 13:12:42.619785,219.6
286,479,6,2022-04-29 09:31:37.340423,499.98
287,470,19,2020-10-10 17:16:35.811760,79.98
288,586,19,2022-12-10 23:48:18.384682,299.98
289,27,13,2023-08-06 08:46:24.815419,1819.92
290,421,3,2021-08-04 13:02:26.068174,199.8
291,456,13,2024-11-06 11:09:36.659192,699.82
292,448,4,2021-06-24 02:54:06.413312,564.85
293,390,19,2023-04-22 08:15:37.539330,799.88
294,62,17,2020-01-21 02:03:52.471426,439.98
295,88,16,2022-02-28 01:57:13.904368,1129.86
296,391,10,2020-03-07 01:55:14.171634,919.35
297,100,16,2020-03-28 04:45:26.188535,659.68
298,187,6,2021-03-29 12:07:39.896453,169.69
299,34,3,2023-06-10 18:37:39.857503,139.99
300,511,7,2024-09-02 03:17:06.310425,319.6
301,628,15,2020-07-12 07:09:07.397870,929.55
302,45,13,2024-05-18 16:40:23.414224,839.95
303,149,4,2021-11-18 08:48:44.865981,159.98
304,39,12,2021-11-02 15:38:24.172044,344.96
305,363,16,2021-09-11 23:29:20.344380,1409.73
306,689,8,2024-02-23 09:44:09.409370,1349.36
307,590,17,2020-01-26 10:03:55.589341,179.97
308,624,17,2023-10-21 20:34:23.201595,164.7
309,619,2,2025-06-10 17:51:50.680704,1259.95
310,30,17,2020-09-21 20:51:15.762388,229.59
311,193,10,2020-10-09 19:56:36.750954,149.99
312,712,7,2020-01-16 01:47:21.226899,289.95
313,350,18,2020-12-29 05:05:07.574873,849.65
314,142,19,2023-02-09 18:01:18.132124,299.7
315,670,9,2020-06-06 12:30:45.046449,269.97
316,420,14,2020-07-18 05:13:29.358472,839.85
317,324,1,2020-06-05 06:20:33.464714,29.99
318,199,2,2022-07-06 13:22:35.466421,119.7
319,24,4,2020-11-14 17:12:17.640634,1069.65
320,640,15,2023-09-09 00:44:00.325558,99.9
321,653,5,2022-09-08 03:21:13.979700,59.99
322,692,15,2023-11-30 21:32:19.753256,709.58
323,436,14,2023-09-23 14:41:51.692934,69.98
324,291,10,2021-06-01 05:43:11.691496,1499.94
325,581,2,2022-07-19 00:57:02.294831,909.85
326,167,3,2020-01-06 20:06:39.796735,269.97
327,449,8,2023-12-20 18:04:55.010019,849.97
328,136,18,2022-05-02 17:14:53.918951,937.62
329,658,11,2022-05-26 11:42:16.804139,1769.64
330,395,9,2021-11-04 10:24:30.974660,249.6
331,416,12,2023-03-29 16:34:23.002215,39.98
332,273,20,2023-05-06 02:14:04.420699,301.94
333,334,8,2020-11-23 05:21:15.843517,79.98
334,476,6,2020-09-29 22:08:16.149076,459.87
335,343,10,2022-05-13 02:22:44.111833,729.84
336,47,11,2024-11-06 02:31:05.061667,239.98
337,436,14,2024-01-10 13:13:26.653106,439.95
338,490,1,2021-08-30 13:42:11.415037,1599.35
339,413,2,2021-01-30 22:48:03.341575,479.96
340,558,16,2023-09-24 14:58:23.810032,394.96
341,554,4,2022-05-13 09:32:01.991777,2329.63
342,524,8,2023-12-09 03:10:09.328842,939.64
343,439,16,2020-04-03 10:43:04.589417,59.99
344,390,16,2025-11-21 07:37:14.970918,1454.46
345,362,8,2024-09-01 22:32:02.405955,1101.92
346,395,9,2024-11-04 07:33:01.443198,509.77
347,269,18,2025-07-18 18:15:16.086411,309.87
348,425,17,2025-05-18 20:21:17.717169,329.88
349,395,5,2020-04-28 13:11:57.943583,244.94
350,298,12,2021-11-08 20:15:16.546235,229.79
351,165,11,2025-12-15 20:23:42.741147,369.95
352,38,17,2023-07-22 08:54:36.105043,434.67
353,142,1,2023-04-23 06:33:38.745853,359.96
354,346,14,2025-10-03 10:49:06.760801,184.97
355,314,17,2025-02-16 00:13:02.261799,979.68
356,221,11,2023-07-18 18:57:15.121822,79.99
357,57,16,2025-05-06 02:23:10.045791,329.7
358,524,8,2022-12-23 13:04:26.289338,519.86
359,148,1,2023-12-05 05:00:22.985688,509.94
360,56,1,2023-09-12 21:59:07.902930,1189.74
361,695,7,2020-04-10 00:36:59.294312,404.67
362,430,1,2021-09-15 08:20:51.543670,49.98
363,44,13,2021-08-06 01:13:34.323484,629.57
364,276,13,2022-04-28 18:08:50.560460,119.98
365,157,8,2025-10-02 21:49:06.636081,179.8
366,21,17,2023-04-11 07:04:23.802896,509.86
367,700,16,2021-08-23 16:04:30.219839,599.98
368,678,5,2020-01-05 16:09:35.307930,699.95
369,480,3,2024-06-18 13:48:33.224320,136.95
370,188,8,2021-02-02 16:51:54.169508,479.93
371,72,20,2025-04-08 22:14:39.757448,164.79
372,242,9,2022-09-06 04:39:06.124001,99.9
373,623,1,2020-11-21 03:36:43.847096,2529.9
374,373,19,2025-10-27 10:17:54.916751,1149.74
375,289,17,2020-07-31 07:59:32.241279,99.98
376,574,18,2024-08-15 01:49:13.299413,509.91
377,454,14,2020-12-04 07:33:01.662907,1329.76
378,300,9,2020-09-06 02:52:14.920306,389.88
379,293,18,2021-10-25 20:58:19.565181,77.97
380,260,8,2022-02-28 01:17:22.050653,989.83
381,183,4,2025-05-08 21:50:33.824041,139.98
382,701,10,2021-03-18 08:16:42.358107,149.98
383,222,1,2021-09-13 04:39:10.332905,579.75
384,335,6,2020-12-05 03:54:59.955818,581.65
385,725,2,2021-11-18 08:08:21.160171,279.66
386,737,13,2022-04-14 18:10:21.058602,89.99
387,290,7,2024-11-26 09:33:35.820171,619.96
388,639,11,2022-05-26 15:43:47.565596,1159.94
389,645,5,2025-08-04 08:14:41.723168,1239.74
390,571,10,2023-11-09 01:22:45.873526,3089.71
391,721,3,2020-04-19 14:02:12.161686,239.8
392,53,4,2020-08-20 21:14:27.245325,1259.64
393,98,5,2022-12-20 01:32:02.324835,429.88
394,2,8,2023-10-11 06:54:35.842230,324.6
395,524,13,2025-09-24 06:14:39.452286,589.87
396,374,10,2021-10-18 16:19:28.886644,429.95
397,63,14,2021-10-15 01:05:54.471656,1014.83
398,284,10,2025-02-01 00:14:36.596278,179.97
399,207,10,2020-12-10 09:25:16.079326,234.49
400,329,13,2021-04-05 01:32:15.910800,369.77
401,144,10,2025-04-24 06:52:20.665120,1039.64
402,379,19,2022-05-10 05:22:53.397198,279.89
403,104,2,2021-03-03 23:44:55.877999,169.69
404,663,14,2022-12-10 17:18:38.277774,299.95
405,564,13,2024-12-03 03:09:21.078251,1169.45
406,82,18,2024-06-11 00:24:28.200711,59.98
407,490,3,2024-06-14 14:23:48.930490,199.98
408,317,14,2020-10-26 09:43:52.508156,549.76
409,426,9,2021-11-09 23:25:46.383304,509.95
410,175,20,2021-07-25 23:11:50.455564,1439.93
411,647,15,2022-01-13 21:04:29.844227,209.96
412,521,1,2021-10-24 18:40:53.521875,1449.89
413,206,15,2020-07-03 15:04:39.517548,739.94
414,135,7,2022-12-13 18:49:00.006199,229.8
415,327,14,2025-06-06 18:40:10.554805,599.68
416,424,13,2020-05-24 09:20:55.349919,379.87
417,622,4,2021-06-01 15:21:54.584379,724.37
418,637,7,2023-02-04 00:55:07.004542,999.72
419,311,2,2022-09-28 00:09:59.479764,319.95
420,404,12,2025-10-18 07:09:28.651301,501.92
421,345,8,2021-02-08 05:16:07.458562,809.94
422,57,3,2024-11-15 20:49:38.548412,671.95
423,85,3,2021-04-12 04:48:01.208795,34.99
424,22,3,2025-06-27 20:41:38.928923,359.77
425,350,9,2022-12-24 22:43:50.544116,294.79
426,11,19,2022-06-17 17:26:56.820811,39.98
427,681,18,2023-11-29 03:19:25.366012,99.98
428,165,17,2025-06-23 07:18:25.239442,749.64
429,523,12,2023-04-17 02:25:49.503101,1274.47
430,95,5,2023-01-31 16:53:47.364205,79.8
431,118,7,2025-05-24 15:53:27.040665,1259.74
432,250,9,2021-02-26 05:02:42.265337,499.97
433,731,8,2025-09-21 20:55:44.610727,1259.66
434,689,8,2021-04-27 10:20:59.152352,249.68
435,463,10,2024-02-01 14:56:48.835091,909.49
436,34,13,2024-12-26 23:19:20.035974,189.97
437,259,14,2020-04-19 21:41:24.341101,469.95
438,524,14,2020-07-05 14:56:11.803586,649.93
439,713,5,2025-05-26 02:42:45.026915,389.7
440,139,20,2024-08-01 20:38:29.762691,829.95
441,504,19,2025-02-26 01:06:49.268474,1129.92
442,119,18,2022-04-07 10:44:18.466901,89.88
443,20,15,2025-09-27 20:41:03.396774,1361.36
444,64,6,2025-05-26 23:16:09.364818,339.68
445,214,5,2023-11-20 10:08:26.207410,1239.57
446,705,6,2023-09-17 10:00:34.083527,299.7
447,428,5,2025-06-04 04:59:48.206235,415.57
448,371,17,2025-01-05 19:59:32.594655,1069.65
449,248,14,2024-08-02 20:21:43.254904,1039.47
450,51,14,2020-08-04 05:29:05.441817,339.95
451,174,5,2020-08-15 18:26:28.144042,99.98
452,588,5,2023-04-05 16:32:47.295664,244.5
453,646,10,2020-02-08 07:26:53.893017,319.96
454,329,1,2025-10-31 01:26:52.306935,459.78
455,134,16,2025-06-19 14:14:01.693470,54.9
456,282,1,2024-03-25 12:57:19.065613,695.93
457,459,7,2024-05-10 13:12:44.443505,1499.94
458,285,10,2020-06-23 05:04:28.002827,1409.64
459,118,10,2020-03-23 21:28:00.784393,739.67
460,613,3,2022-02-06 08:54:57.814417,39.99
461,244,2,2021-07-08 05:25:33.664306,309.7
462,364,8,2023-08-29 18:03:51.407952,259.8
463,368,6,2024-04-24 12:44:00.899898,834.85
464,524,5,2022-12-06 04:11:25.903112,1959.93
465,456,18,2024-12-29 22:03:56.655588,509.67
466,178,6,2023-01-29 00:50:07.460987,469.66
467,119,5,2022-12-04 18:05:56.342566,1029.76
468,569,9,2024-05-02 01:25:59.904187,204.66
469,344,10,2024-01-21 00:23:55.286892,779.94
470,736,12,2024-03-06 04:51:13.059638,1169.94
471,726,4,2020-12-02 17:27:27.158199,489.59
472,492,14,2025-03-20 02:03:17.631073,314.87
473,649,7,2022-12-17 22:09:11.016395,79.99
474,678,7,2020-05-19 17:37:57.544187,859.93
475,178,9,2024-01-18 20:21:30.083185,1109.96
476,743,7,2020-11-29 04:06:16.592017,717.93
477,607,13,2023-04-21 18:39:30.973832,734.38
478,702,18,2024-04-02 04:49:05.152227,309.68
479,229,15,2023-06-17 20:36:40.788579,1219.66
480,657,1,2023-10-29 03:26:30.777629,439.69
481,307,20,2023-12-25 15:21:08.670900,439.87
482,691,5,2021-07-13 00:56:44.602056,789.93
483,604,12,2022-04-02 04:15:02.465973,859.95
484,491,17,2021-04-23 15:54:32.254573,779.92
485,300,1,2023-10-07 17:47:03.164810,934.86
486,220,19,2023-11-05 03:30:57.143041,629.57
487,734,7,2024-10-24 20:07:52.039979,239.97
488,90,1,2021-01-22 11:30:18.696038,299.8
489,275,2,2022-06-12 13:09:46.348909,1374.84
490,542,7,2024-01-09 16:25:04.700641,34.99
491,388,13,2023-06-09 09:22:32.281069,609.92
492,10,18,2023-08-23 00:55:46.771591,619.66
493,723,2,2022-01-31 13:46:38.762161,419.67
494,285,1,2024-12-18 18:51:32.950773,99.9
495,141,16,2024-07-28 06:23:52.219020,499.79
496,170,4,2020-12-27 16:33:24.779650,739.74
497,130,14,2023-11-12 19:26:16.782071,755.68
498,543,15,2025-09-21 01:43:07.616703,459.97
499,233,14,2022-12-07 16:20:38.850696,619.75
500,664,10,2025-12-28 09:52:23.615519,459.94
501,479,18,2024-10-30 08:30:44.558218,199.9
502,630,20,2020-02-16 13:52:56.310923,1349.67
503,264,12,2024-11-16 21:31:11.580015,114.87
504,390,11,2023-12-27 13:46:56.908548,149.97
505,367,13,2022-08-25 07:37:09.401439,319.96
506,557,19,2025-11-04 02:53:51.270035,469.67
507,158,15,2021-09-02 09:28:00.664212,619.67
508,237,14,2021-10-26 15:05:05.338539,569.65
509,710,10,2022-12-01 05:37:39.715804,299.78
510,32,15,2025-08-07 05:58:59.063312,74.7
511,629,1,2025-04-06 22:17:27.755335,1184.73
512,343,7,2025-11-14 16:29:38.049979,679.76
513,326,13,2024-07-11 10:03:47.069431,389.7
514,450,1,2025-01-15 11:00:54.233247,79.99
515,437,2,2023-01-14 09:57:31.996766,459.96
516,454,8,2021-04-10 17:35:59.879161,1459.75
517,517,4,2024-02-23 06:30:15.573754,1239.94
518,19,19,2025-12-08 07:49:41.785667,949.96
519,260,15,2023-04-18 12:30:19.159450,599.93
520,496,17,2024-05-27 11:48:14.329754,599.57
521,192,16,2021-09-29 20:24:22.558356,455.56
522,476,3,2021-08-24 09:13:59.570040,1109.91
523,450,9,2022-10-02 05:03:27.425310,609.68
524,745,16,2020-11-14 09:49:05.024200,519.95
525,699,12,2024-07-01 05:07:41.768046,259.77
526,747,16,2025-07-01 01:05:57.928365,624.87
527,412,19,2022-03-27 10:56:00.050445,304.39
528,250,4,2020-04-03 02:34:51.627537,749.92
529,620,13,2022-12-08 22:16:14.169228,389.97
530,476,2,2023-10-23 17:22:11.869068,434.86
531,630,12,2023-07-11 23:29:06.254005,804.83
532,17,18,2024-08-15 05:58:46.909546,1199.97
533,681,10,2020-09-08 05:51:33.461366,837.91
534,195,10,2020-09-21 11:51:44.316812,139.98
535,100,13,2022-04-17 23:47:33.844810,234.7
