sale_item_id,sale_id,product_id,quantity,unit_price,offer_id,subtotal,tiene_oferta
73,34,32,2,54.9,0,109.8,False
74,34,40,1,89.99,0,89.99,False
75,34,44,2,149.99,0,299.98,False
76,35,41,3,249.99,0,749.97,False
77,35,35,3,59.99,0,179.97,False
78,35,32,2,54.9,0,109.8,False
79,36,8,3,39.9,0,119.7,False
80,36,13,3,129.99,0,389.97,False
81,36,34,2,199.99,0,399.98,False
82,36,28,3,59.99,0,179.97,False
83,37,49,3,79.99,0,239.97,False
84,37,18,1,129.9,0,129.9,False
85,37,36,1,39.99,0,39.99,False
86,37,47,2,69.9,0,139.8,False
87,38,45,1,399.99,0,399.99,False
88,38,9,2,69.99,0,139.98,False
89,38,32,2,54.9,0,109.8,False
90,38,42,2,139.99,0,279.98,False
91,39,15,3,89.9,0,269.7,False
92,39,40,3,89.99,0,269.97,False
93,39,34,3,199.99,0,599.97,False
94,40,44,2,149.99,0,299.98,False
95,40,29,3,19.99,0,59.97,False
96,40,2,2,29.99,0,59.98,False
97,40,38,3,189.99,0,569.97,False
98,41,35,1,59.99,0,59.99,False
99,42,8,1,39.9,0,39.9,False
100,43,13,3,129.99,0,389.97,False
101,44,31,2,249.99,0,499.98,False
102,45,48,1,49.99,0,49.99,False
103,46,41,3,249.99,0,749.97,False
104,46,43,2,299.99,0,599.98,False
105,46,23,1,119.9,0,119.9,False
106,47,26,3,24.99,0,74.97,False
107,47,1,1,59.99,0,59.99,False
108,47,19,1,39.9,0,39.9,False
109,47,39,1,119.99,0,119.99,False
110,48,45,1,399.99,0,399.99,False
111,49,22,1,79.99,0,79.99,False
112,49,49,2,79.99,0,159.98,False
113,50,35,2,59.99,0,119.98,False
114,50,16,3,99.9,0,299.7,False
115,50,21,2,49.99,0,99.98,False
116,51,50,2,159.99,0,319.98,False
117,51,30,3,99.9,0,299.7,False
118,51,30,2,99.9,0,199.8,False
119,52,19,1,39.9,0,39.9,False
120,52,8,1,39.9,0,39.9,False
121,52,39,2,119.99,0,239.98,False
122,52,45,2,399.99,0,799.98,False
123,53,48,2,49.99,0,99.98,False
124,54,48,1,49.99,0,49.99,False
125,55,18,3,129.9,0,389.7,False
126,55,8,3,39.9,0,119.7,False
127,56,43,2,299.99,0,599.98,False
128,56,47,2,69.9,0,139.8,False
129,57,35,2,59.99,0,119.98,False
130,57,35,3,59.99,0,179.97,False
131,58,47,2,69.9,0,139.8,False
132,59,2,3,29.99,0,89.97,False
133,60,35,2,59.99,0,119.98,False
134,60,42,3,139.99,0,419.97,False
135,60,33,2,349.99,0,699.98,False
136,60,34,1,199.99,0,199.99,False
137,61,8,3,39.9,0,119.7,False
138,62,8,2,39.9,0,79.8,False
139,62,27,1,129.9,0,129.9,False
140,62,19,1,39.9,0,39.9,False
141,62,1,3,59.99,0,179.97,False
142,63,27,3,129.9,0,389.7,False
143,63,20,2,25.99,0,51.98,False
144,64,44,2,149.99,0,299.98,False
145,64,33,1,349.99,0,349.99,False
146,64,28,2,59.99,0,119.98,False
147,65,41,1,249.99,0,249.99,False
148,65,18,1,129.9,0,129.9,False
149,65,15,1,89.9,0,89.9,False
150,65,26,1,24.99,0,24.99,False
151,66,49,1,79.99,0,79.99,False
152,66,8,2,39.9,0,79.8,False
153,66,29,2,19.99,0,39.98,False
154,66,49,3,79.99,0,239.97,False
155,67,47,2,69.9,0,139.8,False
156,67,33,3,349.99,0,1049.97,False
157,68,33,1,349.99,0,349.99,False
158,68,6,2,49.9,0,99.8,False
159,68,5,2,79.99,0,159.98,False
160,68,9,3,69.99,0,209.97,False
161,69,27,3,129.9,0,389.7,False
162,69,43,3,299.99,0,899.97,False
163,69,25,3,159.99,0,479.97,False
164,70,28,3,59.99,0,179.97,False
165,70,1,3,59.99,0,179.97,False
166,71,3,3,24.9,0,74.7,False
167,72,31,3,249.99,0,749.97,False
168,72,46,1,179.99,0,179.99,False
169,72,27,3,129.9,0,389.7,False
170,72,27,3,129.9,0,389.7,False
171,73,9,3,69.99,0,209.97,False
172,73,35,3,59.99,0,179.97,False
173,74,30,2,99.9,0,199.8,False
174,75,29,2,19.99,0,39.98,False
175,75,43,3,299.99,0,899.97,False
176,75,11,1,89.99,0,89.99,False
177,75,6,2,49.9,0,99.8,False
178,76,4,2,34.99,0,69.98,False
179,76,29,3,19.99,0,59.97,False
180,76,26,1,24.99,0,24.99,False
181,77,15,2,89.9,0,179.8,False
182,77,43,1,299.99,0,299.99,False
183,77,17,1,299.99,0,299.99,False
184,77,6,3,49.9,0,149.7,False
185,78,41,2,249.99,0,499.98,False
186,78,6,2,49.9,0,99.8,False
187,79,10,1,19.99,0,19.99,False
188,79,17,1,299.99,0,299.99,False
189,79,19,3,39.9,0,119.7,False
190,80,48,2,49.99,0,99.98,False
191,80,34,2,199.99,0,399.98,False
192,80,4,1,34.99,0,34.99,False
193,81,21,2,49.99,0,99.98,False
194,82,37,1,129.99,0,129.99,False
195,82,41,2,249.99,0,499.98,False
196,83,4,1,34.99,0,34.99,False
197,83,41,1,249.99,0,249.99,False
198,83,29,2,19.99,0,39.98,False
199,83,1,3,59.99,0,179.97,False
200,84,4,2,34.99,0,69.98,False
201,85,45,3,399.99,0,1199.97,False
202,85,16,1,99.9,0,99.9,False
203,85,23,1,119.9,0,119.9,False
204,86,41,3,249.99,0,749.97,False
205,86,35,2,59.99,0,119.98,False
206,86,34,1,199.99,0,199.99,False
207,86,31,2,249.99,0,499.98,False
208,87,24,1,99.99,0,99.99,False
209,88,9,3,69.99,0,209.97,False
210,89,40,3,89.99,0,269.97,False
211,90,7,1,149.99,0,149.99,False
212,90,12,1,149.9,0,149.9,False
213,90,31,3,249.99,0,749.97,False
214,90,8,2,39.9,0,79.8,False
215,91,4,2,34.99,0,69.98,False
216,91,5,2,79.99,0,159.98,False
217,91,2,3,29.99,0,89.97,False
218,91,9,1,69.99,0,69.99,False
219,92,4,1,34.99,0,34.99,False
220,93,1,1,59.99,0,59.99,False
221,93,48,3,49.99,0,149.97,False
222,93,22,3,79.99,0,239.97,False
223,94,3,3,24.9,0,74.7,False
224,94,12,2,149.9,0,299.8,False
225,94,42,1,139.99,0,139.99,False
226,94,36,1,39.99,0,39.99,False
227,95,13,2,129.99,0,259.98,False
228,95,25,3,159.99,0,479.97,False
229,95,46,3,179.99,0,539.97,False
230,96,44,2,149.99,0,299.98,False
231,97,36,3,39.99,0,119.97,False
232,98,8,3,39.9,0,119.7,False
233,98,43,2,299.99,0,599.98,False
234,98,42,2,139.99,0,279.98,False
235,98,32,1,54.9,0,54.9,False
236,99,16,2,99.9,0,199.8,False
237,100,13,3,129.99,0,389.97,False
238,100,46,2,179.99,0,359.98,False
239,100,25,1,159.99,0,159.99,False
240,100,19,2,39.9,0,79.8,False
241,101,49,1,79.99,0,79.99,False
242,102,38,1,189.99,0,189.99,False
243,102,8,1,39.9,0,39.9,False
244,102,12,1,149.9,0,149.9,False
245,103,42,1,139.99,0,139.99,False
246,103,4,3,34.99,0,104.97,False
247,104,43,2,299.99,0,599.98,False
248,104,15,2,89.9,0,179.8,False
249,104,37,1,129.99,0,129.99,False
250,105,38,3,189.99,0,569.97,False
251,106,24,1,99.99,0,99.99,False
252,107,1,2,59.99,0,119.98,False
253,107,6,2,49.9,0,99.8,False
254,108,35,3,59.99,0,179.97,False
255,108,49,2,79.99,0,159.98,False
256,108,23,1,119.9,0,119.9,False
257,109,22,3,79.99,0,239.97,False
258,109,7,3,149.99,0,449.97,False
259,109,17,3,299.99,0,899.97,False
260,110,1,2,59.99,0,119.98,False
261,110,39,2,119.99,0,239.98,False
262,110,16,1,99.9,0,99.9,False
263,110,18,3,129.9,0,389.7,False
264,111,1,3,59.99,0,179.97,False
265,111,43,1,299.99,0,299.99,False
266,111,2,1,29.99,0,29.99,False
267,111,25,1,159.99,0,159.99,False
268,112,27,3,129.9,0,389.7,False
269,112,19,2,39.9,0,79.8,False
270,112,10,1,19.99,0,19.99,False
271,113,15,1,89.9,0,89.9,False
272,113,30,1,99.9,0,99.9,False
273,113,15,1,89.9,0,89.9,False
274,114,5,3,79.99,0,239.97,False
275,114,2,2,29.99,0,59.98,False
276,115,9,3,69.99,0,209.97,False
277,115,50,2,159.99,0,319.98,False
278,115,24,1,99.99,0,99.99,False
279,115,27,3,129.9,0,389.7,False
280,116,23,1,119.9,0,119.9,False
281,116,3,2,24.9,0,49.8,False
282,117,7,1,149.99,0,149.99,False
283,117,46,1,179.99,0,179.99,False
284,118,39,3,119.99,0,359.97,False
285,118,31,2,249.99,0,499.98,False
286,118,37,1,129.99,0,129.99,False
287,119,36,2,39.99,0,79.98,False
288,119,7,1,149.99,0,149.99,False
289,119,9,1,69.99,0,69.99,False
290,119,26,2,24.99,0,49.98,False
291,120,6,1,49.9,0,49.9,False
292,120,28,2,59.99,0,119.98,False
293,121,22,3,79.99,0,239.97,False
294,121,23,1,119.9,0,119.9,False
295,122,1,2,59.99,0,119.98,False
296,122,16,1,99.9,0,99.9,False
297,122,46,1,179.99,0,179.99,False
298,122,42,3,139.99,0,419.97,False
299,123,36,1,39.99,0,39.99,False
300,123,7,1,149.99,0,149.99,False
301,123,31,1,249.99,0,249.99,False
302,123,31,1,249.99,0,249.99,False
303,124,5,1,79.99,0,79.99,False
304,124,46,3,179.99,0,539.97,False
305,124,46,3,179.99,0,539.97,False
306,124,46,1,179.99,0,179.99,False
307,125,17,2,299.99,0,599.98,False
308,126,17,2,299.99,0,599.98,False
309,126,42,1,139.99,0,139.99,False
310,127,35,2,59.99,0,119.98,False
311,127,38,3,189.99,0,569.97,False
312,128,42,1,139.99,0,139.99,False
313,128,47,2,69.9,0,139.8,False
314,128,36,1,39.99,0,39.99,False
315,128,24,2,99.99,0,199.98,False
316,129,50,2,159.99,0,319.98,False
317,129,19,2,39.9,0,79.8,False
318,129,10,1,19.99,0,19.99,False
319,129,34,2,199.99,0,399.98,False
320,130,37,1,129.99,0,129.99,False
321,130,38,1,189.99,0,189.99,False
322,130,9,1,69.99,0,69.99,False
323,130,23,2,119.9,0,239.8,False
324,131,11,2,89.99,0,179.98,False
325,131,23,3,119.9,0,359.7,False
326,132,13,1,129.99,0,129.99,False
327,132,39,2,119.99,0,239.98,False
328,132,37,2,129.99,0,259.98,False
329,133,33,1,349.99,0,349.99,False
330,133,13,3,129.99,0,389.97,False
331,133,39,3,119.99,0,359.97,False
332,133,2,1,29.99,0,29.99,False
333,134,47,1,69.9,0,69.9,False
334,134,7,3,149.99,0,449.97,False
335,134,44,1,149.99,0,149.99,False
336,135,28,1,59.99,0,59.99,False
337,135,12,1,149.9,0,149.9,False
338,136,47,2,69.9,0,139.8,False
339,137,18,3,129.9,0,389.7,False
340,137,20,1,25.99,0,25.99,False
341,137,41,3,249.99,0,749.97,False
342,137,3,3,24.9,0,74.7,False
343,138,26,3,24.99,0,74.97,False
344,138,23,1,119.9,0,119.9,False
345,138,27,2,129.9,0,259.8,False
346,138,48,2,49.99,0,99.98,False
347,139,12,3,149.9,0,449.7,False
348,139,7,1,149.99,0,149.99,False
349,139,44,2,149.99,0,299.98,False
350,139,50,3,159.99,0,479.97,False
351,140,31,3,249.99,0,749.97,False
352,141,21,3,49.99,0,149.97,False
353,142,24,1,99.99,0,99.99,False
354,143,15,3,89.9,0,269.7,False
355,143,9,1,69.99,0,69.99,False
356,143,24,2,99.99,0,199.98,False
357,143,40,1,89.99,0,89.99,False
358,144,28,1,59.99,0,59.99,False
359,145,13,2,129.99,0,259.98,False
360,145,36,3,39.99,0,119.97,False
361,145,28,3,59.99,0,179.97,False
362,145,2,3,29.99,0,89.97,False
363,146,41,2,249.99,0,499.98,False
364,146,48,3,49.99,0,149.97,False
365,146,3,3,24.9,0,74.7,False
366,146,33,3,349.99,0,1049.97,False
367,147,10,2,19.99,0,39.98,False
368,147,42,3,139.99,0,419.97,False
369,148,32,1,54.9,0,54.9,False
370,148,7,1,149.99,0,149.99,False
371,148,31,3,249.99,0,749.97,False
372,149,30,2,99.9,0,199.8,False
373,149,19,3,39.9,0,119.7,False
374,149,22,1,79.99,0,79.99,False
375,149,3,2,24.9,0,49.8,False
376,150,44,3,149.99,0,449.97,False
377,151,11,1,89.99,0,89.99,False
378,151,18,1,129.9,0,129.9,False
379,151,4,2,34.99,0,69.98,False
380,151,10,1,19.99,0,19.99,False
381,152,19,2,39.9,0,79.8,False
382,153,48,2,49.99,0,99.98,False
383,153,15,2,89.9,0,179.8,False
384,153,49,3,79.99,0,239.97,False
385,154,23,2,119.9,0,239.8,False
386,154,22,3,79.99,0,239.97,False
387,154,18,3,129.9,0,389.7,False
388,154,39,1,119.99,0,119.99,False
389,155,35,3,59.99,0,179.97,False
390,155,6,2,49.9,0,99.8,False
391,155,32,1,54.9,0,54.9,False
392,156,34,1,199.99,0,199.99,False
393,156,12,2,149.9,0,299.8,False
394,156,26,2,24.99,0,49.98,False
395,156,14,3,199.9,0,599.7,False
396,157,26,1,24.99,0,24.99,False
397,158,44,3,149.99,0,449.97,False
398,158,35,1,59.99,0,59.99,False
399,159,50,1,159.99,0,159.99,False
400,159,4,2,34.99,0,69.98,False
401,159,46,2,179.99,0,359.98,False
402,160,7,2,149.99,0,299.98,False
403,160,9,2,69.99,0,139.98,False
404,160,49,3,79.99,0,239.97,False
405,161,41,1,249.99,0,249.99,False
406,162,1,1,59.99,0,59.99,False
407,162,39,3,119.99,0,359.97,False
408,163,1,1,59.99,0,59.99,False
409,164,21,3,49.99,0,149.97,False
410,164,27,3,129.9,0,389.7,False
411,164,37,3,129.99,0,389.97,False
412,164,19,1,39.9,0,39.9,False
413,165,32,2,54.9,0,109.8,False
414,165,3,2,24.9,0,49.8,False
415,165,7,2,149.99,0,299.98,False
416,165,25,2,159.99,0,319.98,False
417,166,50,1,159.99,0,159.99,False
418,167,22,3,79.99,0,239.97,False
419,168,9,1,69.99,0,69.99,False
420,168,19,1,39.9,0,39.9,False
421,169,25,3,159.99,0,479.97,False
422,169,46,1,179.99,0,179.99,False
423,169,19,3,39.9,0,119.7,False
424,170,3,1,24.9,0,24.9,False
425,170,33,1,349.99,0,349.99,False
426,170,5,1,79.99,0,79.99,False
427,170,34,2,199.99,0,399.98,False
428,171,24,3,99.99,0,299.97,False
429,171,8,2,39.9,0,79.8,False
430,171,40,2,89.99,0,179.98,False
431,172,28,3,59.99,0,179.97,False
432,172,3,1,24.9,0,24.9,False
433,172,18,3,129.9,0,389.7,False
434,172,41,3,249.99,0,749.97,False
435,173,28,3,59.99,0,179.97,False
436,174,35,2,59.99,0,119.98,False
437,174,23,2,119.9,0,239.8,False
438,174,3,3,24.9,0,74.7,False
439,175,6,3,49.9,0,149.7,False
440,175,5,1,79.99,0,79.99,False
441,176,14,3,199.9,0,599.7,False
442,176,47,1,69.9,0,69.9,False
443,177,47,1,69.9,0,69.9,False
444,178,41,2,249.99,0,499.98,False
445,179,8,1,39.9,0,39.9,False
446,179,28,3,59.99,0,179.97,False
447,179,14,1,199.9,0,199.9,False
448,180,35,2,59.99,0,119.98,False
449,180,33,2,349.99,0,699.98,False
450,180,20,3,25.99,0,77.97,False
451,181,23,3,119.9,0,359.7,False
452,181,2,2,29.99,0,59.98,False
453,181,34,1,199.99,0,199.99,False
454,181,35,1,59.99,0,59.99,False
455,182,19,3,39.9,0,119.7,False
456,182,40,2,89.99,0,179.98,False
457,182,1,3,59.99,0,179.97,False
458,183,1,2,59.99,0,119.98,False
459,183,7,1,149.99,0,149.99,False
460,184,42,1,139.99,0,139.99,False
461,185,12,2,149.9,0,299.8,False
462,185,37,2,129.99,0,259.98,False
463,186,34,1,199.99,0,199.99,False
464,187,39,3,119.99,0,359.97,False
465,187,23,2,119.9,0,239.8,False
466,187,16,3,99.9,0,299.7,False
467,188,28,3,59.99,0,179.97,False
468,188,38,1,189.99,0,189.99,False
469,188,39,1,119.99,0,119.99,False
470,188,10,1,19.99,0,19.99,False
471,189,45,2,399.99,0,799.98,False
472,189,32,3,54.9,0,164.7,False
473,189,46,3,179.99,0,539.97,False
474,189,43,1,299.99,0,299.99,False
475,190,28,2,59.99,0,119.98,False
476,190,24,1,99.99,0,99.99,False
477,190,45,2,399.99,0,799.98,False
478,190,10,1,19.99,0,19.99,False
479,191,41,2,249.99,0,499.98,False
480,191,11,3,89.99,0,269.97,False
481,192,31,2,249.99,0,499.98,False
482,193,16,2,99.9,0,199.8,False
483,194,1,3,59.99,0,179.97,False
484,195,28,2,59.99,0,119.98,False
485,195,31,3,249.99,0,749.97,False
486,195,9,3,69.99,0,209.97,False
487,196,5,1,79.99,0,79.99,False
488,196,46,3,179.99,0,539.97,False
489,196,46,3,179.99,0,539.97,False
490,197,23,2,119.9,0,239.8,False
491,198,13,2,129.99,0,259.98,False
492,198,47,3,69.9,0,209.7,False
493,198,41,1,249.99,0,249.99,False
494,198,5,2,79.99,0,159.98,False
495,199,6,2,49.9,0,99.8,False
496,200,11,2,89.99,0,179.98,False
497,201,15,3,89.9,0,269.7,False
498,202,41,1,249.99,0,249.99,False
499,203,32,3,54.9,0,164.7,False
500,204,46,2,179.99,0,359.98,False
501,204,3,1,24.9,0,24.9,False
502,204,39,1,119.99,0,119.99,False
503,204,30,3,99.9,0,299.7,False
504,205,43,1,299.99,0,299.99,False
505,205,31,1,249.99,0,249.99,False
506,205,37,1,129.99,0,129.99,False
507,205,46,3,179.99,0,539.97,False
508,206,3,2,24.9,0,49.8,False
509,206,36,1,39.99,0,39.99,False
510,207,1,2,59.99,0,119.98,False
511,207,12,2,149.9,0,299.8,False
512,207,7,2,149.99,0,299.98,False
513,208,37,2,129.99,0,259.98,False
514,208,9,3,69.99,0,209.97,False
515,209,42,1,139.99,0,139.99,False
516,210,23,1,119.9,0,119.9,False
517,210,16,2,99.9,0,199.8,False
518,210,30,3,99.9,0,299.7,False
519,211,17,1,299.99,0,299.99,False
520,211,33,1,349.99,0,349.99,False
521,211,34,2,199.99,0,399.98,False
522,212,10,2,19.99,0,39.98,False
523,212,44,1,149.99,0,149.99,False
524,213,46,2,179.99,0,359.98,False
525,213,26,2,24.99,0,49.98,False
526,214,16,1,99.9,0,99.9,False
527,214,10,2,19.99,0,39.98,False
528,215,14,1,199.9,0,199.9,False
529,215,6,1,49.9,0,49.9,False
530,215,29,2,19.99,0,39.98,False
531,215,14,1,199.9,0,199.9,False
532,216,13,1,129.99,0,129.99,False
533,217,43,2,299.99,0,599.98,False
534,217,32,2,54.9,0,109.8,False
535,217,12,1,149.9,0,149.9,False
536,217,31,3,249.99,0,749.97,False
537,218,32,2,54.9,0,109.8,False
538,218,26,2,24.99,0,49.98,False
539,219,46,2,179.99,0,359.98,False
540,219,37,2,129.99,0,259.98,False
541,219,22,1,79.99,0,79.99,False
542,219,14,2,199.9,0,399.8,False
543,220,32,2,54.9,0,109.8,False
544,220,23,1,119.9,0,119.9,False
545,221,5,1,79.99,0,79.99,False
546,221,14,1,199.9,0,199.9,False
547,222,24,1,99.99,0,99.99,False
548,222,15,1,89.9,0,89.9,False
549,223,49,2,79.99,0,159.98,False
550,224,41,3,249.99,0,749.97,False
551,224,43,2,299.99,0,599.98,False
552,225,26,3,24.99,0,74.97,False
553,225,12,2,149.9,0,299.8,False
554,225,50,2,159.99,0,319.98,False
555,225,4,2,34.99,0,69.98,False
556,226,50,3,159.99,0,479.97,False
557,226,49,1,79.99,0,79.99,False
558,226,44,3,149.99,0,449.97,False
559,227,39,3,119.99,0,359.97,False
560,227,16,3,99.9,0,299.7,False
561,228,35,2,59.99,0,119.98,False
562,229,39,2,119.99,0,239.98,False
563,229,27,3,129.9,0,389.7,False
564,230,42,1,139.99,0,139.99,False
565,230,9,2,69.99,0,139.98,False
566,230,27,3,129.9,0,389.7,False
567,231,2,1,29.99,0,29.99,False
568,231,14,1,199.9,0,199.9,False
569,231,25,2,159.99,0,319.98,False
570,232,14,1,199.9,0,199.9,False
571,233,10,1,19.99,0,19.99,False
572,233,3,1,24.9,0,24.9,False
573,233,26,3,24.99,0,74.97,False
574,234,48,3,49.99,0,149.97,False
575,234,35,2,59.99,0,119.98,False
576,234,1,1,59.99,0,59.99,False
577,235,13,2,129.99,0,259.98,False
578,235,11,2,89.99,0,179.98,False
579,235,35,1,59.99,0,59.99,False
580,236,39,1,119.99,0,119.99,False
581,236,32,1,54.9,0,54.9,False
582,236,41,3,249.99,0,749.97,False
583,237,44,3,149.99,0,449.97,False
584,237,10,3,19.99,0,59.97,False
585,237,13,1,129.99,0,129.99,False
586,238,45,3,399.99,0,1199.97,False
587,238,15,3,89.9,0,269.7,False
588,238,26,3,24.99,0,74.97,False
589,238,33,1,349.99,0,349.99,False
590,239,13,2,129.99,0,259.98,False
591,239,25,3,159.99,0,479.97,False
592,239,8,3,39.9,0,119.7,False
593,239,4,3,34.99,0,104.97,False
594,240,2,2,29.99,0,59.98,False
595,240,9,2,69.99,0,139.98,False
596,240,4,1,34.99,0,34.99,False
597,241,49,1,79.99,0,79.99,False
598,241,3,1,24.9,0,24.9,False
599,241,21,2,49.99,0,99.98,False
600,241,39,3,119.99,0,359.97,False
601,242,5,2,79.99,0,159.98,False
602,242,47,1,69.9,0,69.9,False
603,243,22,2,79.99,0,159.98,False
604,243,2,2,29.99,0,59.98,False
605,243,2,2,29.99,0,59.98,False
606,243,39,1,119.99,0,119.99,False
607,244,34,1,199.99,0,199.99,False
608,244,30,3,99.9,0,299.7,False
609,244,9,3,69.99,0,209.97,False
610,244,6,2,49.9,0,99.8,False
611,245,28,2,59.99,0,119.98,False
612,245,7,2,149.99,0,299.98,False
613,246,47,3,69.9,0,209.7,False
614,247,4,1,34.99,0,34.99,False
615,247,49,1,79.99,0,79.99,False
616,247,24,1,99.99,0,99.99,False
617,248,42,2,139.99,0,279.98,False
618,248,46,3,179.99,0,539.97,False
619,248,40,2,89.99,0,179.98,False
620,249,40,2,89.99,0,179.98,False
621,249,46,2,179.99,0,359.98,False
622,250,6,2,49.9,0,99.8,False
623,250,50,3,159.99,0,479.97,False
624,250,38,3,189.99,0,569.97,False
625,251,44,3,149.99,0,449.97,False
626,252,35,1,59.99,0,59.99,False
627,252,50,2,159.99,0,319.98,False
628,252,10,2,19.99,0,39.98,False
629,252,15,2,89.9,0,179.8,False
630,253,18,3,129.9,0,389.7,False
631,254,9,3,69.99,0,209.97,False
632,254,6,1,49.9,0,49.9,False
633,254,11,3,89.99,0,269.97,False
634,254,35,1,59.99,0,59.99,False
635,255,6,1,49.9,0,49.9,False
636,255,46,3,179.99,0,539.97,False
637,255,17,2,299.99,0,599.98,False
638,256,11,2,89.99,0,179.98,False
639,256,17,1,299.99,0,299.99,False
640,256,39,3,119.99,0,359.97,False
641,256,21,3,49.99,0,149.97,False
642,257,22,3,79.99,0,239.97,False
643,258,27,2,129.9,0,259.8,False
644,258,48,2,49.99,0,99.98,False
645,259,27,3,129.9,0,389.7,False
646,259,39,2,119.99,0,239.98,False
647,260,9,1,69.99,0,69.99,False
648,260,48,3,49.99,0,149.97,False
649,260,49,1,79.99,0,79.99,False
650,261,22,1,79.99,0,79.99,False
651,261,16,2,99.9,0,199.8,False
652,261,15,1,89.9,0,89.9,False
653,261,21,2,49.99,0,99.98,False
654,262,25,1,159.99,0,159.99,False
655,262,26,2,24.99,0,49.98,False
656,262,33,1,349.99,0,349.99,False
657,263,15,2,89.9,0,179.8,False
658,263,15,3,89.9,0,269.7,False
659,263,21,3,49.99,0,149.97,False
660,263,48,3,49.99,0,149.97,False
661,264,19,3,39.9,0,119.7,False
662,265,2,3,29.99,0,89.97,False
663,265,47,3,69.9,0,209.7,False
664,265,37,1,129.99,0,129.99,False
665,266,24,2,99.99,0,199.98,False
666,266,17,2,299.99,0,599.98,False
667,266,6,3,49.9,0,149.7,False
668,267,19,2,39.9,0,79.8,False
669,267,11,2,89.99,0,179.98,False
670,268,34,3,199.99,0,599.97,False
671,268,27,1,129.9,0,129.9,False
672,268,35,2,59.99,0,119.98,False
673,269,31,1,249.99,0,249.99,False
674,269,4,1,34.99,0,34.99,False
675,270,29,2,19.99,0,39.98,False
676,271,39,1,119.99,0,119.99,False
677,271,22,1,79.99,0,79.99,False
678,271,12,1,149.9,0,149.9,False
679,272,10,2,19.99,0,39.98,False
680,272,28,2,59.99,0,119.98,False
681,273,36,2,39.99,0,79.98,False
682,273,28,3,59.99,0,179.97,False
683,273,25,2,159.99,0,319.98,False
684,273,33,3,349.99,0,1049.97,False
685,274,30,1,99.9,0,99.9,False
686,275,2,2,29.99,0,59.98,False
687,276,24,3,99.99,0,299.97,False
688,276,33,1,349.99,0,349.99,False
689,277,37,2,129.99,0,259.98,False
690,277,46,3,179.99,0,539.97,False
691,277,7,2,149.99,0,299.98,False
692,278,26,2,24.99,0,49.98,False
693,278,43,3,299.99,0,899.97,False
694,278,6,1,49.9,0,49.9,False
695,279,22,3,79.99,0,239.97,False
